analysis_text_policy_note,analysis_text_policy_passed,analysis_text_source,article_url,code_a1,code_a2,code_a3,code_a4,code_a5,code_confidence,code_label,code_note,code_reasons,code_supporting_urls,code_vote_summary,data_a1,data_a2,data_a3,data_a4,data_a5,data_confidence,data_label,data_named_public_benchmark,data_note,data_public_benchmark_name,data_public_benchmark_note,data_public_external_dataset,data_public_external_dataset_note,data_public_external_dataset_type,data_reasons,data_supporting_urls,data_vote_summary,doi,evidence_pointer,judge_vote_summary,main_urls,note,paper_id,phm_relevant,relevance_confidence,relevance_intro_excerpt,relevance_label,relevance_note,relevance_reasons,relevance_review_required,repro_audit_eligible,repro_score,retrieval_status,review_required,source,text_provider,title,track,year
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3556,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3556,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3556,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3556/phmc_23_3556""]",,phm-2023-3556,,,,,,[],False,True,0,full_text,False,phm,pypdf,Deep Regression Network with Prediction Confidence in Time Series Application for Asset Health Estimation,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3487,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3487,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3487,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3487/phmc_23_3487""]",,phm-2023-3487,,,,,,[],False,True,0,full_text,False,phm,pypdf,Evaluating the Performance of ChatGPT in the Automation of Maintenance Recommendations for Prognostics and Health Management,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3474,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3474,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3474,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3474/phmc_23_3474""]",,phm-2023-3474,,,,,,[],False,True,0,full_text,False,phm,pypdf,Enhancing Realistic Remaining Useful Life Prediction using Multi-Fidelity Physic-Informed Neural Network Approach,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3578,0,1,0,0,0,0.65,A2,"ontrol and fault detection studies. The process is described in (Downs & Vogel, 1993) and the MATLAB code for process simulation is available over the website (https://depts.washington.edu/control/LARRY/TE/downlo ad.html). The system , show","[""ambiguous_public_claim""]","[""https://depts.washington.edu/control/LARRY/TE/downlo""]",openai/gpt-4o-mini:A2@0.65; anthropic/claude-3.5-haiku:A2@0.60; google/gemini-1.5-flash:A2@0.55,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]","[""https://depts.washington.edu/control/LARRY/TE/downlo""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3578,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3578,openai/gpt-4o-mini:A2@0.65; anthropic/claude-3.5-haiku:A2@0.60; google/gemini-1.5-flash:A2@0.55 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3578/phmc_23_3578""]","ontrol and fault detection studies. The process is described in (Downs & Vogel, 1993) and the MATLAB code for process simulation is available over the website (https://depts.washington.edu/control/LARRY/TE/downlo ad.html). The system , show",phm-2023-3578,,,,,,[],False,True,3,full_text,False,phm,pypdf,Fault Detection and Diagnosis in Tennessee Eastman Process with Deep Autoencoder,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3572,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,True,,N-CMAPSS,The model's performance is assessed using root mean square error on test cases derived from the NCMAPSS DS02 dataset .,True,The model's performance is assessed using root mean square error on test cases derived from the NCMAPSS DS02 dataset .,named_benchmark,"[""standard_benchmark_link""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3572,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3572,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3572/phmc_23_3572"", ""https://papers.phmsociety.org/index.php/phmconf/article/download/3572/2352""]",,phm-2023-3572,,,,,,[],False,True,0,full_text,False,phm,pypdf,Identifying Key Factors in Turbofan Engine Health Degradation using Functional Analysis,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3550,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3550,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3550,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3550/phmc_23_3550""]",,phm-2023-3550,,,,,,[],False,True,0,full_text,False,phm,pypdf,Joint feedback control and fault diagnosis disambiguation,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3557,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]","[""https://nuclear.gepower.com/build-a-plant/products/nuclearpower-plants-overview/bwrx-300""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]","[""https://nuclear.gepower.com/build-a-plant/products/nuclearpower-plants-overview/bwrx-300""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3557,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3557,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3557/phmc_23_3557""]",,phm-2023-3557,,,,,,[],False,True,0,full_text,False,phm,pypdf,OSPtk: Cost-aware Optimal Sensor Placement Toolkit Enabling Design-for-PHM in Critical Industrial Systems,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3490,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3490,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3490,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3490/phmc_23_3490""]",,phm-2023-3490,,,,,,[],False,True,0,full_text,False,phm,pypdf,Process for Turboshaft Engine Performance Trending,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3562,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]","[""http://energy.gov/downloads/doe-public-access-plan""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]","[""http://energy.gov/downloads/doe-public-access-plan""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3562,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3562,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3562/phmc_23_3562""]",,phm-2023-3562,,,,,,[],False,True,0,full_text,False,phm,pypdf,Predictive Analytics for Hydropower Fleet Intelligence,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3580,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3580,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3580,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3580/phmc_23_3580""]",,phm-2023-3580,,,,,,[],False,True,0,full_text,False,phm,pypdf,Servomotor Dataset: Modeling Health in Mechanisms with Typically Intermittent Operation,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3522,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3522,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3522,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3522/phmc_23_3522""]",,phm-2023-3522,,,,,,[],False,True,0,full_text,False,phm,pypdf,Signal pre-processing techniques for fault signature enhancement in a bearing health monitoring system used in the automotive industry,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3570,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]","[""https://www.nei.org/resources/reports-briefs/nuclear-costs-in-context""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]","[""https://www.nei.org/resources/reports-briefs/nuclear-costs-in-context""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2023.v15i1.3570,data/processed/phm_society_conf/2023/audit/papers.jsonl#phm-2023-3570,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3570/phmc_23_3570""]",,phm-2023-3570,,,,,,[],False,True,0,full_text,False,phm,pypdf,Unsupervised Causal Deep Learning-Based Anomaly Detection in Nuclear Power Plant Applications,Industry Experience Papers,2023
